id,hotel_name,hotel_id,hotel_score,hotel_image_id,hotel_location_info,hotel_grade_text,hotel_comment_desc,hotel_city_name
296,7天酒店(成都华西锦里古街省体育馆地铁站店),chengdu_5140,4.9,https://userimg.qunarzz.com/imgs/202301/18/C.QEQFkyBtJjlc0-4OP480.webp,近四川大学华西医院 · 华西医院商圈,经济型,超棒,成都
207,成都成华希尔顿欢朋酒店,chengdu_51457,4.9,https://userimg.qunarzz.com/imgs/201902/24/C.Kf3LCVBdBgabFlhHB480.webp,近成都成华SM广场 · 建设路商圈,高档型,超棒,成都
487,青桐城市酒店(羊犀立交茶店子客运站店),chengdu_51569,4.9,https://userimg.qunarzz.com/imgs/201906/11/C.CQxlYu5tzXh02PtF5480.webp,近茶店子客运站 · 高新西区/茶店子客运站,高档型,超棒,成都
553,成都西博城希尔顿欢朋酒店,chengdu_51570,4.9,https://userimg.qunarzz.com/imgs/201904/27/C.RDECh8_67Gl0ZxHE_480.webp,近兴隆湖地铁站 · 天府新区/西博城地区,高档型,超棒,成都
26,建国璞隐酒店(成都太古里春熙路店),chengdu_51587,4.9,https://userimg.qunarzz.com/imgs/202206/30/C.ql6bAF4-1PdCP9kK4480.webp,春熙路景区内,高档型,超棒,成都
909,成都瑞庭竹岛酒店(世纪城新会展远大购物中心店),chengdu_5159,4.8,https://userimg.qunarzz.com/imgs/202004/11/C.KHezSBbnM2hk4ypc3480.webp,近天府五街地铁站 · 海洋乐园/世纪城新会展,高档型,棒,成都
106,宜尚酒店(成都春熙路太古里店),chengdu_51597,4.9,https://userimg.qunarzz.com/imgs/202205/14/C.m6Uw4DQKUB4Fnw1QD480.webp,春熙路景区内,高档型,超棒,成都
615,鹊格智能酒店(成都双流机场店),chengdu_51691,4.9,https://userimg.qunarzz.com/imgs/201909/30/C.dnainy9da7uciaY7X480.webp,近上风港时代广场 · 红牌楼/大悦城,高档型,超棒,成都
598,IGenie爱精灵·万兆电竞酒店(成都火车南站凯德天府店),chengdu_51852,4.9,https://userimg.qunarzz.com/imgs/202306/18/C.19QNeM4e5XK5WIrW4480.webp,近火车南站地铁站 · 成都火车南站/凯德天府,舒适型,超棒,成都
552,成都栖点花园酒店(九眼桥火车东站店),chengdu_51991,4.9,https://userimg.qunarzz.com/imgs/202005/24/C.Q4sz5CLFgQqJZAp_C480.webp,近四川师大地铁站 · 锦华万达/四川师范大学,高档型,超棒,成都
937,成都轻城酒店(三国義府店),chengdu_52581,4.7,https://userimg.qunarzz.com/imgs/202305/04/C.ze6gBBuHUH_cluJAB480.webp,近武侯祠 · 锦里商圈,经济型,很好,成都
758,万里客酒店(成都武侯祠华西医院店),chengdu_5325,4.9,https://userimg.qunarzz.com/imgs/202205/22/C.hm7tLdcJvvH_p6aLc480.webp,近四川大学华西医院 · 华西医院商圈,经济型,超棒,成都
157,成都空港悦享酒店(双流机场店),chengdu_5364,4.8,https://userimg.qunarzz.com/imgs/202306/13/C.IroLZKKmF6IXZSbTK480.webp,近双流国际机场 · 双流国际机场/空港花田,高档型,棒,成都
623,嘉好悦美花园酒店(成都宽窄巷子天府广场店),chengdu_5375,4.9,https://userimg.qunarzz.com/imgs/202403/16/C.QOUfUu5oVhhdh1lw5480.webp,近天府广场 · 宽窄巷子商圈,高档型,超棒,成都
466,笨酒店(成都太古里春熙店),chengdu_5381,4.9,https://userimg.qunarzz.com/imgs/202102/09/C.E8D4u4LrZzGNmlwVL480.webp,近春熙路地铁站 · 春熙路/太古里,高档型,超棒,成都
994,考拉酒店(成都世纪城会展中心店),chengdu_54026,4.7,https://userimg.qunarzz.com/imgs/201905/07/C.fc34EJTlIPaG4IeaT480.webp,近成都世纪城新国际会展中心 · 海洋乐园/世纪城新会展,经济型,很好,成都
962,成都璞悦天府酒店,chengdu_54054,4.9,https://userimg.qunarzz.com/imgs/202309/02/C.gZsfDtU7P3GElmYDT480.webp,近华府大道地铁站 · 海洋乐园/世纪城新会展,豪华型,超棒,成都
163,成都帝盛酒店(春熙路文殊院店),chengdu_5419,4.8,https://userimg.qunarzz.com/imgs/201909/18/C.aPao4VnM3vHhvVPj0480.webp,近文殊院地铁站 · 文殊院/龙湖上城天街,豪华型,棒,成都
77,速8酒店(成都宽窄巷子花牌坊地铁站店),chengdu_5447,4.8,https://userimg.qunarzz.com/imgs/202208/08/C.3-K1mLhAgagwlrmFh480.webp,近抚琴地铁站 · 宽窄巷子商圈,经济型,棒,成都
722,如家酒店(成都万象城双桥路地铁站店),chengdu_5451,4.8,https://userimg.qunarzz.com/imgs/202101/20/C.F0D14Y9Xy-ZUUpeT9480.webp,近万象城 · 万象城/水碾河,经济型,棒,成都
851,帝锦大酒店(成都武青南路机投桥地铁站店),chengdu_5464,4.9,https://userimg.qunarzz.com/imgs/202206/12/C.HN4VNhrMyW5PwPRmr480.webp,近机投桥地铁站 · 成都火车西站商圈,舒适型,超棒,成都
629,成都柏雲熙酒店,chengdu_55061,4.9,https://userimg.qunarzz.com/imgs/202010/29/C.sEy2GUkThyJlbd6dk480.webp,近世茂城 · 龙泉驿/体育中心,高档型,超棒,成都
1037,Summerisland服务公寓(武侯祠永丰路店),chengdu_55126,4.9,https://userimg.qunarzz.com/imgs/202306/14/C.XocpDt3LuI26a1mjn480.webp,近衣冠庙地铁站 · 锦里商圈,舒适型,超棒,成都
1023,普吉精品酒店(成都天府怡心湖南湖立交地铁站店),chengdu_55138,4.8,https://userimg.qunarzz.com/imgs/201906/26/C.weYZr82YoL8Uu2GN2480.webp,近融创南湖逸家 · 华阳/海洋公园,舒适型,棒,成都
786,全季酒店(成都西南石油大学店),chengdu_55173,4.9,https://userimg.qunarzz.com/imgs/202307/17/C.5nXHGKRWNcYj5Y3cR480.webp,近成都医学院(新都校区) · 新都大学城,舒适型,超棒,成都
1098,金安兰酒店(成都西博城店),chengdu_55295,4.9,https://userimg.qunarzz.com/imgs/202101/13/C.FHJXaGkOHGFDnK_kk480.webp,近广福地铁站 · 天府新区/西博城地区,经济型,超棒,成都
109,月牙濠璟酒店(成都西站宽窄巷子店),chengdu_5532,4.9,https://userimg.qunarzz.com/imgs/202109/13/C.GmqBcg33TWw1fMKVu480.webp,近文化宫地铁站 · 金沙遗址/一品天下,高档型,超棒,成都
197,成都双流机场江河汇国际酒店(奥特莱斯店),chengdu_55320,4.9,https://userimg.qunarzz.com/imgs/202301/14/C.AlryDNU9ue4yLpZk9480.webp,近时代奥特莱斯 · 双流国际机场/空港花田,高档型,超棒,成都
886,西姆善居成都中医大宽窄巷子酒店,chengdu_55330,4.9,https://userimg.qunarzz.com/imgs/202009/15/C.qIx3MKRHWKPGb095R480.webp,近中医大省医院地铁站 · 宽窄巷子商圈,高档型,超棒,成都
452,岷山·上里阳光酒店公寓(武侯祠锦里店),chengdu_55331,4.9,https://userimg.qunarzz.com/imgs/202205/14/C.ssMwkJiRSO0WhglMi480.webp,近衣冠庙地铁站 · 锦里商圈,舒适型,超棒,成都
464,成都尧棠公馆,chengdu_55384,4.9,https://userimg.qunarzz.com/imgs/202210/28/C.j1QWjplnHzpmn-wep480.webp,近铁像寺水街 · 海洋乐园/世纪城新会展,豪华型,超棒,成都
286,东方丽致民宿(成都春熙路太古里店),chengdu_55400,4.9,https://userimg.qunarzz.com/imgs/202301/20/C.JjLwL6vcqk58yyhcg480.webp,春熙路景区内,高档型,超棒,成都
760,成都武侯花间邸·在城汐,chengdu_55412,4.9,https://userimg.qunarzz.com/imgs/202203/16/C.SF1i35yGQcTswTKky480.webp,近红牌楼 · 红牌楼/大悦城,高档型,超棒,成都
15,布丁酒店(成都红星桥地铁站店),chengdu_55479,4.8,https://userimg.qunarzz.com/imgs/201906/26/C.scbAEqCCJmBd9cR5q480.webp,近市二医院地铁站 · 339天府熊猫塔/望平街,经济型,棒,成都
301,成都X阆中酒店,chengdu_5564,4.9,https://userimg.qunarzz.com/imgs/202403/21/C.7zLoXM9wQkFyqPIlM480.webp,近成都东站 · 成都火车东站商圈,高档型,超棒,成都
613,成都索菲斯民族大酒店(宽窄巷子店),chengdu_5593,4.9,https://userimg.qunarzz.com/imgs/202304/26/C.qZYqhCCVGzOy54x0C480.webp,近宽窄巷子地铁站 · 宽窄巷子商圈,高档型,超棒,成都
802,7天优品酒店(成都华阳地铁站会展中心店),chengdu_5597,4.8,https://userimg.qunarzz.com/imgs/202006/04/C.WuMmKVWvWTvKzgsoV480.webp,近华阳地铁站 · 华阳/海洋公园,经济型,棒,成都
427,西姆怡特成都宽窄巷子省医院酒店,chengdu_56010,4.9,https://userimg.qunarzz.com/imgs/202205/31/C.l_f0025-Vuv6Kydg6480.webp,近中医大省医院地铁站 · 宽窄巷子商圈,高档型,超棒,成都
548,SFEEL设计师酒店(成都火车南站店),chengdu_5609,4.9,https://userimg.qunarzz.com/imgs/202205/14/C.bEE4ROpSLlkNSUKGp480.webp,近成都南站 · 成都火车南站/凯德天府,高档型,超棒,成都
33,尚锦品酒店(成都玉林武侯祠店),chengdu_5654,4.9,https://userimg.qunarzz.com/imgs/202205/14/C.wl_aIwfcQ-YBkDMvf480.webp,近玉林中路 · 锦里商圈,舒适型,超棒,成都
1080,天顺园酒店(成都春熙路太古里店),chengdu_566,4.7,https://userimg.qunarzz.com/imgs/202304/22/C.YspFmyEwm8xycJcEE480.webp,近春熙路地铁站 · 春熙路/太古里,舒适型,很好,成都
662,美豪酒店(成都春熙路太古里店),chengdu_5665,4.8,https://userimg.qunarzz.com/imgs/202001/18/C.Hp2mLUOneLM_yl1uh480.webp,近春熙路 · 春熙路/太古里,高档型,棒,成都
363,星悦酒店(成都熊猫基地店),chengdu_58541,4.8,https://userimg.qunarzz.com/imgs/202106/09/C.SU3K0QtbyqHSd7MSt480.webp,近龙潭寺 · 熊猫基地/西部战区总医院,舒适型,棒,成都
403,海伦酒店(成都世纪城会展中心华府大道地铁站店),chengdu_6008,4.9,https://userimg.qunarzz.com/imgs/202107/15/C.LWHnvfS98InJvkJzI480.webp,近华府大道地铁站 · 海洋乐园/世纪城新会展,舒适型,超棒,成都
1002,怡舍JOYUS轻奢艺术酒店(成都黄龙溪古镇欢乐田园店),chengdu_60129,4.9,https://userimg.qunarzz.com/imgs/201908/11/C.arqon8G4LlU8YTmT2480.webp,黄龙溪景区内,舒适型,超棒,成都
458,锦江之星(成都白果林地铁站店),chengdu_6016,4.9,https://userimg.qunarzz.com/imgs/202203/26/C.Q2zI1ffGD8lO4peXf480.webp,近抚琴地铁站 · 宽窄巷子商圈,经济型,超棒,成都
847,九点国际酒店(成都天府软件园店),chengdu_602,4.9,https://userimg.qunarzz.com/imgs/202205/17/C.o8s6j1HwsaPJfZitH480.webp,近华府大道地铁站 · 海洋乐园/世纪城新会展,高档型,超棒,成都
243,西姆善居成都春熙路酒店,chengdu_60222,4.9,https://userimg.qunarzz.com/imgs/202110/14/C.tqTgH-kYaubfUua8Z480.webp,近市二医院地铁站 · 339天府熊猫塔/望平街,高档型,超棒,成都
770,成都开通锦江宾馆(西博城店),chengdu_60237,4.9,https://userimg.qunarzz.com/imgs/201911/25/C.IDDghACo9cQlehkYA480.webp,近中国西部国际博览城 · 天府新区/西博城地区,高档型,超棒,成都
844,成都浣花黉台酒店,chengdu_6026,4.9,https://userimg.qunarzz.com/imgs/202204/11/C.ueCRwOoeAXygFduxo480.webp,近杜甫草堂 · 杜甫草堂/省人民医院,高档型,超棒,成都
879,铂舍精选酒店(成都动物园昭觉寺地铁站店),chengdu_60393,4.9,https://userimg.qunarzz.com/imgs/202209/16/C.k7v0yNe6k039hir0e480.webp,近成都动物园 · 火车北站/成都动物园,舒适型,超棒,成都
654,全季酒店(成都天府广场人民中路店),chengdu_60596,4.8,https://userimg.qunarzz.com/imgs/202306/22/C.ryP6SXwlGozpuwkjo480.webp,近文殊院 · 文殊院/龙湖上城天街,舒适型,棒,成都
72,金广快捷(成都白果林地铁站店),chengdu_6061,4.8,https://userimg.qunarzz.com/imgs/202204/13/C.N5WZNA9ahGwPS_lB9480.webp,近抚琴地铁站 · 宽窄巷子商圈,经济型,棒,成都
647,成都玉林华西亚朵酒店,chengdu_60638,4.9,https://userimg.qunarzz.com/imgs/202103/31/C.vV3qIwQvj9Vh1o1VU480.webp,近四川大学华西医院 · 华西医院商圈,高档型,超棒,成都
951,怡家丽景酒店 (武侯祠华西医院店),chengdu_6064,4.8,https://userimg.qunarzz.com/imgs/202103/25/C.CUSRgYubkXzrHxA69480.webp,近四川大学华西医院 · 锦里商圈,舒适型,棒,成都
924,莫泰168(成都杜甫草堂店),chengdu_607,4.8,https://userimg.qunarzz.com/imgs/202203/26/C.f2wodja608DYVtlMa480.webp,近杜甫草堂 · 杜甫草堂/省人民医院,经济型,棒,成都
947,如家精选(成都双流机场航空港顺风地铁站店),chengdu_6077,4.8,https://userimg.qunarzz.com/imgs/202403/11/C.m6JDQM9rWQXTgRGAM480.webp,近韩国城泰迪广场 · 双流国际机场/空港花田,舒适型,棒,成都
811,成都新都美居酒店,chengdu_60780,4.9,https://userimg.qunarzz.com/imgs/202303/16/C.93OuLwzcQE58ufhHu480.webp,近西南石油大学 · 新都大学城,高档型,超棒,成都
550,成都玉林路省体育馆逸扉酒店,chengdu_6115,4.8,https://userimg.qunarzz.com/imgs/202106/06/C.FtdTqt97n4hVqiHqM480.webp,近玉林中路 · 华西医院商圈,高档型,棒,成都
565,成都龙吟酒店(黄龙溪欢乐田园店),chengdu_61156,4.8,https://userimg.qunarzz.com/imgs/202306/13/C.ftbfKOo2E8R6ar0io480.webp,黄龙溪景区内,高档型,棒,成都
927,石化国际酒店(成都会展中心海昌极地海洋公园店),chengdu_6126,4.8,https://userimg.qunarzz.com/imgs/202403/18/C.CjETzwuob5aLZtB5u480.webp,近成都极地海洋公园 · 华阳/海洋公园,高档型,棒,成都
185,成都东大明宇豪雅饭店,chengdu_6131,4.9,https://userimg.qunarzz.com/imgs/202402/05/C.MTizzV2OTqONa9qFt480.webp,近成都远洋太古里 · 春熙路/太古里,豪华型,超棒,成都
284,君坤酒店(成都春熙路太古里店),chengdu_6146,4.9,https://userimg.qunarzz.com/imgs/202302/03/C.JEForTVEXbXm8VX6x480.webp,近春熙路 · 春熙路/太古里,高档型,超棒,成都
465,黄龙溪华侨城欢乐田园野趣酒店,chengdu_61466,4.8,https://userimg.qunarzz.com/imgs/202303/18/C.Z-oXbNGcbk7WS0M_G480.webp,近黄龙溪欢乐田园 · 黄龙溪古镇/欢乐田园,高档型,棒,成都
54,IN·栖公寓(成都武侯祠店),chengdu_61472,4.9,https://userimg.qunarzz.com/imgs/202303/17/C.H3jaj-r7HMqFDZ_4d480.webp,近武侯祠 · 锦里商圈,经济型,超棒,成都
995,成都君逸公寓,chengdu_61506,4.8,https://userimg.qunarzz.com/imgs/202212/05/C.YcbSZ472vQS_Vk6F7480.webp,近交子大道 · 金融城/双子塔,经济型,棒,成都
420,成都仁和春天酒店,chengdu_6153,4.9,https://userimg.qunarzz.com/imgs/202308/22/C.krStKU2xMF8rDpQh8480.webp,近杜甫草堂 · 杜甫草堂/省人民医院,豪华型,超棒,成都
1092,蓄联大饭店(成都双流国际机场东升地铁站店),chengdu_6156,4.7,https://userimg.qunarzz.com/imgs/202203/27/C.foQYOyJEio8zJP0lJ480.webp,近双流 · 双流国际机场/空港花田,舒适型,很好,成都
934,成都华美程驿栈酒店(华阳海昌极地海洋公园店),chengdu_6157,4.9,https://userimg.qunarzz.com/imgs/202207/15/C.Mp9kv26TRtrikEb_6480.webp,近华阳街道 · 华阳/海洋公园,高档型,超棒,成都
798,锦江之星(成都杜甫草堂省骨科医院地铁站店),chengdu_6167,4.6,https://userimg.qunarzz.com/imgs/202402/20/C.Ln9FSeDJK98rLw2mw480.webp,近四川省人民医院 · 杜甫草堂/省人民医院,经济型,好,成都
1088,Gerzin歌今酒店(成都九眼桥店),chengdu_61688,4.9,https://userimg.qunarzz.com/imgs/202302/04/C.qJ_rPBuOwXuYSPV8B480.webp,近九眼桥 · 九眼桥商圈,舒适型,超棒,成都
16,梦之旅天台花园国际青年旅舍(成都武侯祠锦里店),chengdu_62,4.9,https://userimg.qunarzz.com/imgs/201812/28/JhS1_tJp7wM_BZwgJ480.webp,近武侯祠 · 锦里商圈,经济型,超棒,成都
256,成都星空电竞酒店,chengdu_62035,4.9,https://userimg.qunarzz.com/imgs/202006/17/C.8x2q2KqaWOQdtKuJl480.webp,近韩国城购物中心 · 双流国际机场/空港花田,经济型,超棒,成都
1049,铂舍精选酒店(成都欢乐谷店),chengdu_62062,4.8,https://userimg.qunarzz.com/imgs/201902/27/C.G5JPPcLC6zjtIY_vL480.webp,近天府艺术公园 · 欢乐谷/西南交大,舒适型,棒,成都
28,SunGold尚古·未来酒店(太古里未来中心甄选店),chengdu_62067,4.9,https://userimg.qunarzz.com/imgs/202210/07/C.zmZz6AUwP7nmILDIU480.webp,近牛王庙地铁站 · 春熙路/太古里,舒适型,超棒,成都
546,ISEYA世野·高空酒店(春熙路天府广场店),chengdu_62069,4.9,https://userimg.qunarzz.com/imgs/202402/28/C.xM7-AkgYmDKJ3dIyj480.webp,近天府广场 · 天府广场商圈,高档型,超棒,成都
825,BeSo·黑胶碎片酒店(成都太古里店),chengdu_62082,4.9,https://userimg.qunarzz.com/imgs/202307/11/C.1HPnEmAV8GRNXe7qr480.webp,近牛王庙地铁站 · 春熙路/太古里,舒适型,超棒,成都
373,喆啡酒店(成都双流机场海滨城万达店),chengdu_62208,4.9,https://userimg.qunarzz.com/imgs/201909/29/C.ii-Fj2GSgiWZ-m4f2480.webp,近双流万达广场 · 海滨城/体育中心,高档型,超棒,成都
769,成都龙泉驿希尔顿欢朋酒店,chengdu_62350,4.9,https://userimg.qunarzz.com/imgs/202205/17/C.0myvhLLY4RMoWpwXL480.webp,近书房地铁站 · 龙泉驿/体育中心,高档型,超棒,成都
592,怡里酒店(成都锦里武侯祠店),chengdu_62416,4.9,https://userimg.qunarzz.com/imgs/202110/21/C.PHT6YHHUWE_aPBl-H480.webp,近衣冠庙地铁站 · 锦里商圈,舒适型,超棒,成都
98,成都云途美宿公寓(东站东广场店),chengdu_62505,4.9,https://userimg.qunarzz.com/imgs/202007/02/C.NXjSQQh0V_d_C-hgt480.webp,近成都东站 · 成都火车东站商圈,经济型,超棒,成都
540,成都义鑫苑･雅住大酒店,chengdu_63063,4.9,https://userimg.qunarzz.com/imgs/202003/22/C.8yjuHRWye6kmGaTlV480.webp,近大面铺地铁站 · 龙泉驿/体育中心,舒适型,超棒,成都
881,桔子酒店(成都浣花溪店),chengdu_632,4.9,https://userimg.qunarzz.com/imgs/202307/22/C.OfFl9zz3r9OFHpgZz480.webp,近龙爪堰地铁站 · 红牌楼/大悦城,高档型,超棒,成都
1081,瑞苑酒店(成都洞子口地铁站店),chengdu_63353,4.9,https://userimg.qunarzz.com/imgs/201911/28/C.V9itMQ8NfCkRV2tg1480.webp,近洞子口地铁站 · 火车北站/成都动物园,舒适型,超棒,成都
651,千屿S酒店(成都熊猫基地店),chengdu_63358,4.9,https://userimg.qunarzz.com/imgs/202302/03/C.nDP02UYhpkA90FqJV480.webp,近龙潭寺 · 熊猫基地/西部战区总医院,舒适型,超棒,成都
270,成都金美辰格调酒店,chengdu_63488,4.9,https://userimg.qunarzz.com/imgs/202401/25/C.h8h2bfHynb3e-mN6f480.webp,近成都动物园 · 火车北站/成都动物园,经济型,超棒,成都
634,成都皇悦国际酒店,chengdu_63565,4.9,https://userimg.qunarzz.com/imgs/201912/05/C.V8Vtw3GK7ChzGtVq2480.webp,近涌泉地铁站 · 国色天乡乐园/温江大学城,舒适型,超棒,成都
81,全季酒店(成都太古里中心店),chengdu_63634,4.9,https://userimg.qunarzz.com/imgs/202303/07/C.s0Hbwdc9EdiO4SmCN480.webp,近春熙路 · 春熙路/太古里,舒适型,超棒,成都
193,POSHPACKER拖板鞋青年旅舍旅行酒店(成都太古里春熙路地铁站店),chengdu_6370,4.8,https://userimg.qunarzz.com/imgs/202306/21/C.oTBekn17dzEu3LxZ1480.webp,近春熙路 · 春熙路/太古里,经济型,棒,成都
1065,MUJO沐居设计师影院民宿(成都东华一路店),chengdu_66574,4.8,https://userimg.qunarzz.com/imgs/202304/18/C.edYmbPnvwlBLnpMK0480.webp,近成都理工大学 · 建设路商圈,经济型,棒,成都
501,成都盛铂仕丹·麓上酒店,chengdu_66721,4.9,https://userimg.qunarzz.com/imgs/201912/02/C.gbm0VoaToT8cuZaW7480.webp,近麓湖生态城 · 天府新区/西博城地区,高档型,超棒,成都
874,成都绿洲大酒店,chengdu_67,4.8,https://userimg.qunarzz.com/imgs/201907/24/C.6qkdfy9pKifO5bZqy480.webp,近文殊院地铁站 · 春熙路/太古里,高档型,棒,成都
968,喆啡酒店(成都华阳会展中心海昌极地海洋公园店),chengdu_67364,4.9,https://userimg.qunarzz.com/imgs/202305/29/C.a-u7Sp_aElpkOaueW480.webp,近成都极地海洋公园 · 天府新区/西博城地区,高档型,超棒,成都
775,東尚酒店(成都大运会体育中心万达广场店),chengdu_67616,4.9,https://userimg.qunarzz.com/imgs/201912/09/C.tFCtFGasyoKRA_iTk480.webp,近万达广场(成都龙泉驿店) · 龙泉驿/体育中心,经济型,超棒,成都
437,白玉兰酒店(成都太古里东风大桥店A栋),chengdu_68179,4.8,https://userimg.qunarzz.com/imgs/202203/26/C.8b3Iv0nyl2KNXoWd0480.webp,近成都远洋太古里 · 春熙路/太古里,舒适型,棒,成都
415,麗枫酒店(成都青白江凤凰湖店),chengdu_68289,4.9,https://userimg.qunarzz.com/imgs/202312/19/C.eLE4_6Nf1J3zSWoo6480.webp,近凤凰庭 · 青白江/国际物流港,高档型,超棒,成都
486,成都万达颐华酒店,chengdu_68439,4.9,https://userimg.qunarzz.com/imgs/202211/18/C.Ygd4pXFpBOHnMMz0m480.webp,近人民公园 · 九眼桥商圈,豪华型,超棒,成都
281,丽呈東谷酒店(成都天府广场店),chengdu_69,4.9,https://userimg.qunarzz.com/imgs/202309/19/C.txz87aYDrf7A3qLOv480.webp,近天府广场 · 天府广场商圈,高档型,超棒,成都
502,成都太古里春熙路地铁站亚朵轻居酒店,chengdu_69055,4.8,https://userimg.qunarzz.com/imgs/202111/06/C.9UYD33bJLoPHeM4W3480.webp,春熙路景区内,高档型,棒,成都
412,维也纳国际酒店(成都欢乐谷洞子口地铁站店),chengdu_69364,4.9,https://userimg.qunarzz.com/imgs/202205/17/C.XUrPPXFEqe_Wx93tm480.webp,近洞子口地铁站 · 火车北站/成都动物园,高档型,超棒,成都
821,成都文殊坊亚朵酒店,chengdu_69448,4.9,https://userimg.qunarzz.com/imgs/202307/24/C.Wk4pqdRbzgsCxMl0R480.webp,近文殊院 · 文殊院/龙湖上城天街,高档型,超棒,成都
689,锦橙金悦酒店(成都龙泉政务中心店),chengdu_69669,4.8,https://userimg.qunarzz.com/imgs/202001/06/C.PHxKgU2iexXi3zCn8480.webp,近皇冠国际社区 · 龙泉驿/体育中心,舒适型,棒,成都
773,全季酒店(成都火车东站东广场店),chengdu_69701,4.9,https://userimg.qunarzz.com/imgs/202001/13/C.980GYY51ijx-_qAl6480.webp,近凯德广场(魅力城店) · 成都火车东站商圈,舒适型,超棒,成都
111,如晖清宿(春熙路IFS店),chengdu_69787,4.7,https://userimg.qunarzz.com/imgs/202307/06/C.d2R7DrcrP6DN8y6Fc480.webp,春熙路景区内,经济型,很好,成都
905,成都宏鼎温德姆至尊豪廷大酒店,chengdu_699,4.9,https://userimg.qunarzz.com/imgs/202203/27/C.SEjKdkewAuFF9sxve480.webp,近成都市郫都区实验学校 · 郫县商圈,豪华型,超棒,成都
328,成都辉盛庭国际公寓,chengdu_69993,4.8,https://userimg.qunarzz.com/imgs/202205/31/C.UQte6XNlUAB9eQ2IN480.webp,近成都金融城演艺中心 · 海洋乐园/世纪城新会展,豪华型,棒,成都
921,宿铂漫酒店(成都动物园地铁站店),chengdu_69997,4.9,https://userimg.qunarzz.com/imgs/202308/29/C.V2V4OQ4I9RVUqii4Q480.webp,近成都动物园 · 火车北站/成都动物园,舒适型,超棒,成都
264,IGenie·爱精灵电竞酒店(成都环球中心店),chengdu_70023,4.9,https://userimg.qunarzz.com/imgs/202206/28/C.ZcN62SYpzEAvJ3cEY480.webp,近高新区 · 海洋乐园/世纪城新会展,经济型,超棒,成都
960,索菲斯锦苑宾馆(成都春熙路文殊院店),chengdu_7022,4.9,https://userimg.qunarzz.com/imgs/202303/11/C.nmbxvRQpyS0DOSvxx480.webp,近文殊院 · 文殊院/龙湖上城天街,豪华型,超棒,成都
1013,怡成益嘉酒店(成都双流机场川大江安店),chengdu_7026,4.8,https://userimg.qunarzz.com/imgs/202304/19/C.yWKVCFEbsZXVC1icE480.webp,近四川大学(江安校区) · 双流国际机场/空港花田,经济型,棒,成都
765,成都太古里IFS禧玥酒店,chengdu_70364,4.9,https://userimg.qunarzz.com/imgs/202306/01/C.g5BvEOQjO3xtisNQD480.webp,近春熙路 · 春熙路/太古里,豪华型,超棒,成都
957,格菲酒店(成都蛟龙港海滨店),chengdu_7040,4.8,https://userimg.qunarzz.com/imgs/202111/26/C.gHu_ggOHrndtWjGzg480.webp,近海滨城购物中心 · 海滨城/体育中心,舒适型,棒,成都
799,成都白玉兰酒店,chengdu_70419,4.8,https://userimg.qunarzz.com/imgs/202001/16/C.1KYXK-9gVRykYL_KZ480.webp,近华阳街道 · 华阳/海洋公园,舒适型,棒,成都
973,成都珮珺莱酒店(武侯大悦城店),chengdu_70567,4.9,https://userimg.qunarzz.com/imgs/202311/08/C.51JL6oSeC9dATH_zM480.webp,近武侯大道地铁站 · 红牌楼/大悦城,高档型,超棒,成都
31,西姆天际成都文殊院骡马市酒店,chengdu_70575,4.9,https://userimg.qunarzz.com/imgs/202206/20/C.4dHIDe7UslrnsdWgw480.webp,近文殊院 · 文殊院/龙湖上城天街,高档型,超棒,成都
332,全季酒店(成都华西人民南路店),chengdu_70778,4.9,https://userimg.qunarzz.com/imgs/202307/22/C.CqDFhyX2D2UNO3U_X480.webp,近四川大学华西医院 · 华西医院商圈,舒适型,超棒,成都
624,泽润大酒店(成都西南交大地铁站店),chengdu_7080,4.8,https://userimg.qunarzz.com/imgs/202301/16/C.4unvlM9c3RJwPwyIM480.webp,近朝阳朗香广场 · 欢乐谷/西南交大,舒适型,棒,成都
530,成都杜甫草堂漫心酒店,chengdu_70832,4.9,https://userimg.qunarzz.com/imgs/202004/03/C.8hk-JfpAp3gghj6ef480.webp,近杜甫草堂 · 杜甫草堂/省人民医院,高档型,超棒,成都
701,成都锦投·古迹酒店(春熙路太古里店),chengdu_70843,4.9,https://userimg.qunarzz.com/imgs/202110/22/C.80P8t30WAP91-NqXA480.webp,近春熙路 · 春熙路/太古里,高档型,超棒,成都
1036,斯维登度假公寓(成都宽窄巷子力迅领筑店),chengdu_7096,4.8,https://userimg.qunarzz.com/imgs/202009/13/C.eDPtsvQoIftImUxfQ480.webp,近天府广场 · 宽窄巷子商圈,经济型,棒,成都
426,成都铂韵·锦江宾馆,chengdu_71098,4.9,https://userimg.qunarzz.com/imgs/202302/04/C.iM2lQHLLXVerrMZC_480.webp,近玉林中路 · 玉林商圈,高档型,超棒,成都
801,云雅酒店(成都春熙路店),chengdu_71345,4.8,https://userimg.qunarzz.com/imgs/202308/02/C.ro6KKudjWdi5OTrm-480.webp,近牛市口地铁站 · 九眼桥商圈,舒适型,棒,成都
907,景和概念酒店(成都警官学院地铁站),chengdu_71538,4.8,https://userimg.qunarzz.com/imgs/202008/03/C.YEzy1HbgCHxFtCmmb480.webp,近警官学院地铁站 · 华阳/海洋公园,舒适型,棒,成都
